ident,type,name,elevation_ft,iso_region,municipality,gps_code,local_code,coordinates
VT29,closed,Mad River Fly-In Airport,710.0,US-VT,Waitsfield,,,"-72.795403, 44.226447"
VT30,small_airport,Ketcham Lndg Area Airport,780.0,US-VT,Waitsfield,VT30,VT30,"-72.83399963379999, 44.16260147089999"
VT31,small_airport,Carriers Skypark Airport,1600.0,US-VT,Washington,VT31,VT31,"-72.44400024414062, 44.11119842529297"
VT32,heliport,Bobby Heliport,420.0,US-VT,Brookline,VT32,VT32,"-72.62809753417969, 42.98899841308594"
VT33,small_airport,Yankee Kingdom Airport,200.0,US-VT,West Addison,VT33,VT33,"-73.37789916992188, 44.10559844970703"
VT34,small_airport,Major W. Guth STOLport,819.0,US-VT,Westminster,VT34,VT34,"-72.49199676513672, 43.06010055541992"
VT35,heliport,Williston Armory Heliport,495.0,US-VT,Williston,VT35,VT35,"-73.07730102539062, 44.438899993896484"
VT36,heliport,MCHV Heliport,345.0,US-VT,Burlington,VT36,VT36,"-73.18875, 44.4734"
VT37,heliport,Windsor Armory Heliport,400.0,US-VT,Windsor,VT37,VT37,"-72.40370178222656, 43.47090148925781"
VT38,small_airport,Greenwoods Airfield,179.0,US-VT,Alburg,VT38,VT38,"-73.24669647216797, 45.00920104980469"
VT39,small_airport,Taylor Airport,1140.0,US-VT,Wolcott,VT39,VT39,"-72.48040008544922, 44.607601165771484"
VT40,heliport,Wenlock Crossing Heliport,1157.0,US-VT,Ferdinand,VT40,VT40,"-71.75150299072266, 44.777000427246094"
VT41,small_airport,Moore's Field,310.0,US-VT,Brattleboro,VT41,VT41,"-72.52980041503906, 42.924198150634766"
VT42,small_airport,Two Tails Airport,754.0,US-VT,Morrisville,VT42,VT42,"-72.60710144042969, 44.51259994506836"
VT43,small_airport,Onyon Airport,427.0,US-VT,Townshend,VT43,VT43,"-72.65290069580078, 43.01919937133789"
VT44,small_airport,Perras Field,820.0,US-VT,Morrisville,VT44,VT44,"-72.58149719238281, 44.52669906616211"
VT45,small_airport,Davis Private Airport,640.0,US-VT,Jericho,VT45,VT45,"-72.97930145263672, 44.51729965209961"
VT46,small_airport,Northern Lights Airport,130.0,US-VT,Alburg,VT46,VT46,"-73.2864990234375, 44.87200164794922"
VT47,small_airport,Miller's Pleasure Airfield,285.0,US-VT,Vernon,VT47,VT47,"-72.52780151367188, 42.77859878540039"
VT48,small_airport,Fairholt Airport,350.0,US-VT,Burlington,VT48,VT48,"-73.19599914550781, 44.46139907836914"
VT50,heliport,Enosburg Falls Armory Heliport,410.0,US-VT,Enosburg Falls,VT50,VT50,"-72.80509948730469, 44.91389846801758"
VT51,heliport,Ibm Heliport,385.0,US-VT,Essex Junction,VT51,VT51,"-73.09649658203125, 44.4817008972168"
VT52,small_airport,Shaw Meadow Airport,230.0,US-VT,Milton,VT52,VT52,"-73.1875991821289, 44.64339828491211"
VT53,small_airport,Bailey Airport,140.0,US-VT,Panton,VT53,VT53,"-73.377546, 44.117795"
VT54,heliport,R G Newsome Heliport,660.0,US-VT,Quechee,VT54,VT54,"-72.42230224609375, 43.6515007019043"
VT55,small_airport,Brandon Airport,710.0,US-VT,Randolph,VT55,VT55,"-72.58290100097656, 43.90119934082031"
VT56,small_airport,West Burke Aerodrome,1285.0,US-VT,West Burke,VT56,VT56,"-71.98090362548828, 44.61309814453125"
VT57,seaplane_base,Malletts Head Seaplane Base,95.0,US-VT,Colchester,VT57,VT57,"-73.24040222167969, 44.56060028076172"
VT58,seaplane_base,Stave Island Seaplane Base,95.0,US-VT,South Hero,VT58,VT58,"-73.34760284423828, 44.59590148925781"
VT59,small_airport,Ardell Flying Field,1919.0,US-VT,Manchester,VT59,VT59,"-72.91079711914062, 43.277801513671875"
VT60,small_airport,Hulett Landing Strip,720.0,US-VT,West Pawlett,VT60,VT60,"-73.24259948730469, 43.330101013183594"
VT61,heliport,Rutland Regional Medical Center Heliport,650.0,US-VT,Rutland,VT61,VT61,"-72.95500183105469, 43.59809875488281"
VT62,small_airport,Catamount Airfield,1350.0,US-VT,Cabot,VT62,VT62,"-72.35060119628906, 44.39039993286133"
VT63,small_airport,Douglas Field,650.0,US-VT,North Troy,VT63,VT63,"-72.37899780273438, 44.99530029296875"
VT64,small_airport,Mountain View Farm Airport,1200.0,US-VT,Morristown,VT64,VT64,"-72.64119720458984, 44.51530075073242"
VT67,heliport,Central Vermont Medical Center Heliport,960.0,US-VT,Barre,VT65,VT65,"-72.560408, 44.219369"
VT70,heliport,North Country Hospital Heliport,720.0,US-VT,Newport,VT70,VT70,"-72.19950103759766, 44.95640182495117"
VT73,small_airport,Melrose Springs Airfield,300.0,US-VT,Bridport,VT73,VT73,"-73.316833, 43.944861"
VT8,small_airport,Shelburne Airport,325.0,US-VT,Shelburne,VT8,VT8,"-73.227481842, 44.359573991699996"
VT88,heliport,VTPAD Heliport,1908.0,US-VT,South Lincoln,VT88,VT88,"-73.019483, 44.058938"
VT96,heliport,Mansfield Heliflight Inc Heliport,175.0,US-VT,Milton,VT96,VT96,"-73.16505, 44.600117"
W00,small_airport,Freeway Airport,168.0,US-MD,Bowie,,W00,"-76.772401, 38.941397"
W04,small_airport,Ocean Shores Municipal Airport,13.0,US-WA,Ocean Shores,W04,W04,"-124.14399719238281, 47.003700256347656"
W07,small_airport,Leon Airport,563.0,US-WV,Leon,W07,W07,"-81.95220184326172, 38.70349884033203"
W09,small_airport,Lower Monumental State Airport,813.0,US-WA,Kahlotus,W09,W09,"-118.53600311279297, 46.55039978027344"
W10,small_airport,Whidbey Air Park,271.0,US-WA,Langley,W10,W10,"-122.43800354003906, 48.01750183105469"
W12,small_airport,Lost River Airport,2415.0,US-WA,Mazama,,W12,"-120.501999, 48.649602"
W13,small_airport,Eagle's Nest Airport,1437.0,US-VA,Waynesboro,W13,W13,"-78.94419860839844, 38.07709884643555"
W16,small_airport,Firstair Field,50.0,US-WA,Monroe,W16,W16,"-121.99500274658203, 47.87139892578125"
W18,closed,Suburban Airport,148.0,US-MD,Laurel,,,"-76.828003, 39.0769"
W19,small_airport,Verona Airport,960.0,US-WI,Verona,W19,W19,"-89.51679992675781, 42.983299255371094"
W20,small_airport,Moses Lake Municipal Airport,1203.0,US-WA,Moses Lake,W20,W20,"-119.23799896240234, 47.141998291015625"
W23,small_airport,Wild Rose Idlewild Airport,908.0,US-WI,Wild Rose,W23,W23,"-89.21790313720703, 44.19779968261719"
W24,small_airport,Falwell Airport,939.0,US-VA,Lynchburg,W24,W24,"-79.12220001220703, 37.377899169921875"
W26,seaplane_base,Foxair Seaplane Base,580.0,US-WI,Green Bay,W26,W26,"-88.02230072021484, 44.4989013671875"
W27,small_airport,Woodland State Airport,29.0,US-WA,Woodland,W27,W27,"-122.73699951171875, 45.898799896240234"
W29,small_airport,Bay Bridge Airport,15.0,US-MD,Stevensville,W29,W29,"-76.32959747314453, 38.97639846801758"
W33,seaplane_base,Friday Harbor Seaplane Base,,US-WA,Friday Harbor,W33,W33,"-123.010002136, 48.537300109899995"
W34,small_airport,Shiocton Airport,769.0,US-WI,Shiocton,W34,W34,"-88.56179809570312, 44.4547004699707"
W36,seaplane_base,Will Rogers Wiley Post Memorial Seaplane Base,14.0,US-WA,Renton,W36,W36,"-122.21900177, 47.499801635699995"
W37,seaplane_base,American Lake Seaplane Base,235.0,US-WA,Tacoma,W37,W37,"-122.56099700927734, 47.14149856567383"
W39,seaplane_base,Roche Harbor Seaplane Base,,US-WA,Roche Harbor,W39,W39,"-123.16000366210938, 48.60820007324219"
W42,small_airport,Fallston Airport,460.0,US-MD,Fallston,W42,W42,"-76.41110229492188, 39.50149917602539"
W48,small_airport,Essex Skypark Airport,15.0,US-MD,Baltimore,W48,W48,"-76.43299865722656, 39.26259994506836"
W49,seaplane_base,Rosario Seaplane Base,,US-WA,Rosario,W49,W49,"-122.867996216, 48.6456985474"
W50,small_airport,Davis Airstrip,630.0,US-MD,Laytonsville,W50,W50,"-77.14859771728516, 39.24449920654297"
W52,small_airport,Goheen Airport,292.0,US-WA,Battle Ground,W52,W52,"-122.5770034790039, 45.82680130004883"
W55,seaplane_base,Kenmore Air Harbor Seaplane Base,14.0,US-WA,Seattle,W55,W55,"-122.338996887, 47.6290016174"
W56,small_airport,Fly For Fun Airport,297.0,US-WA,Vancouver,W56,W56,"-122.52200317382812, 45.68730163574219"
W57,small_airport,Round Lake Airport and Seaplane Base,175.0,US-NY,Round Lake,W57,W57,"-73.770401000977, 42.92919921875"
W58,small_airport,Cedars North Airpark,275.0,US-WA,Battle Ground,W58,W58,"-122.51499938964844, 45.76459884643555"
W73,small_airport,Mid Atlantic Soaring Center Airport,573.0,US-PA,Fairfield,W73,W73,"-77.35140228271484, 39.75699996948242"
W75,small_airport,Hummel Field,30.0,US-VA,Saluda,W75,W75,"-76.44670104980469, 37.60240173339844"
W79,closed,Tappahannock Municipal Airport,31.0,US-VA,Tappahannock,W79,W79,"-76.87159729003906, 37.92509841918945"
W87,small_airport,Wickenheiser Airport,610.0,US-MI,Carleton,W87,W87,"-83.377197265625, 42.01810073852539"
W88,small_airport,Air Harbor Airport,822.0,US-NC,Greensboro,W88,W88,"-79.8031005859375, 36.17359924316406"
WA00,small_airport,Mercer Ranch Airport,780.0,US-WA,Alderdale,WA00,WA00,"-119.90599822998047, 45.900001525878906"
WA01,small_airport,Wirkkala Airport,35.0,US-WA,Naselle,WA01,WA01,"-123.81500244140625, 46.356201171875"
WA02,heliport,The Island Hospital Heliport,150.0,US-WA,Anacortes,WA02,WA02,"-122.61499786376953, 48.502601623535156"
WA03,heliport,Tristan Heliport,48.0,US-WA,Sumas,WA03,WA03,"-122.287736, 48.987147"
WA04,small_airport,Kyles Airport,470.0,US-WA,Snohomish,WA04,WA04,"-122.04299926757812, 47.81330108642578"
WA05,small_airport,Apex Airpark,525.0,US-WA,Silverdale,WA05,8W5,"-122.733001709, 47.6567993164"
WA06,heliport,Don Johnson Home Heliport,429.0,US-WA,Auburn,WA06,WA06,"-122.1510009765625, 47.30229949951172"
WA07,small_airport,Barker Airport,5.0,US-WA,Mount Vernon,WA07,WA07,"-122.33899688720703, 48.37480163574219"
WA08,small_airport,Zwainz Farms Airport,2795.0,US-WA,Reardan,WA08,WA08,"-117.90899658203125, 47.720699310302734"
WA09,small_airport,Roche Harbor Airport,100.0,US-WA,Roche Harbor,WA09,WA09,"-123.138999939, 48.6123008728"
WA10,closed,Gosney Airport,4830.0,US-WY,Kaycee,,,"-106.667, 43.722197"
WA11,heliport,Boeing Military Airplanes Heliport,6.0,US-WA,Tukwila,WA11,WA11,"-122.30500030517578, 47.52259826660156"
WA12,small_airport,Acme Field,301.0,US-WA,Acme,WA12,WA12,"-122.1780014038086, 48.709598541259766"
WA13,seaplane_base,Seaplane Landing Area Seaplane Base,1100.0,US-WA,Chelan,WA13,WA13,"-120.59200286865234, 48.20830154418945"
WA14,small_airport,Connell City Airport,925.0,US-WA,Connell,WA14,WA14,"-118.83300018310547, 46.66239929199219"
WA15,small_airport,Coulee City Airport,1800.0,US-WA,Coulee City,WA15,WA15,"-119.24299621582031, 47.61650085449219"
WA16,small_airport,Banas Field,180.0,US-WA,Brooklyn,WA16,WA16,"-123.54100036621094, 46.79970169067383"
WA17,closed,Majerle Strip STOLport,75.0,US-WA,Duvall,,,"-121.98235, 47.755316"
WA18,small_airport,Decatur /Jones/ Airport,125.0,US-WA,Decatur Island,WA18,WA18,"-122.8030014038086, 48.510101318359375"
WA19,heliport,Berkley Structures Heliport,50.0,US-WA,Redmond,WA19,WA19,"-122.148456, 47.682043"
WA20,closed,Gray Ranch Airport,1625.0,US-WA,Benge,,,"-118.177002, 46.848098"
WA21,small_airport,Elk Heights Airport,2050.0,US-WA,Elk,WN04,WN04,"-117.263333, 48.001999"
WA22,small_airport,Mirth Airport,190.0,US-WA,Hansville,WA22,WA22,"-122.60800170898438, 47.9385986328125"
WA23,small_airport,Pine Bluff Airport,2021.0,US-WA,Springdale,WA23,WA23,"-117.73899841308594, 48.020999908447266"
WA24,small_airport,Pfister's Airport,625.0,US-WA,Pasco,WA24,WA24,"-119.021003723, 46.396900177"
WA25,small_airport,Green Valley Airfield,300.0,US-WA,Granite Falls,WA25,WA25,"-122.01599884033203, 48.09590148925781"
WA26,small_airport,Harrah Airport,845.0,US-WA,Harrah,WA26,WA26,"-120.63500213623047, 46.408199310302734"
WA27,heliport,Tom Matson Enumclaw Heliport,793.0,US-WA,Enumclaw,WA27,WA27,"-121.98899841308594, 47.19889831542969"
WA28,heliport,Private H/C PAD Heliport,98.0,US-WA,Auburn,WA28,WA28,"-122.256089, 47.332883"
WA29,small_airport,La Center View-Air Airport,811.0,US-WA,La Center,WA29,WA29,"-122.59400177001953, 45.89569854736328"
WA30,small_airport,Lacrosse Municipal Airport,1491.0,US-WA,Lacrosse,WA30,WA30,"-117.9209976196289, 46.79100036621094"
WA31,heliport,Reoh1 Heliport,293.0,US-WA,Lake Stevens,WA31,WA31,"-122.06099700927734, 48.038700103759766"
WA32,closed,Stonehedge Heliport,210.0,US-WA,Olympia,,,"-122.7897, 46.974998"
WA33,heliport,Shaw Island Trust Heliport,80.0,US-WA,Shaw Island,WA33,WA33,"-122.9209976196289, 48.58580017089844"
WA34,heliport,Newhalem Office Heliport,504.0,US-WA,Newhalem,WA34,WA34,"-121.25199890136719, 48.67190170288086"
WA35,small_airport,Clam Harbor Airport,220.0,US-WA,Eastsound,WA35,WA35,"-122.9469985961914, 48.62229919433594"
WA37,small_airport,Chinook Farms Airport,1880.0,US-WA,Kittitas,WA37,WA37,"-120.43699645996094, 46.910301208496094"
WA38,heliport,South Cove Heliport,37.0,US-WA,Redmond,WA38,WA38,"-122.13700103759766, 47.688899993896484"
WA39,closed,Woodfield Airport,445.0,US-WA,Kennewick,,,"-119.017997, 46.1278"
WA40,heliport,Darrington Clinic Ems Heliport,550.0,US-WA,Darrington,WA40,WA40,"-121.60700225830078, 48.257198333740234"
WA41,closed,Bear Canyon West Field,980.0,US-WA,Morton,,,"-122.484, 46.5989"
WA42,small_airport,Stacey's Airport,100.0,US-WA,Port Townsend,WA42,WA42,"-122.77200317382812, 47.97200012207031"
WA43,heliport,Janes Heliport,100.0,US-WA,Marysville,WA43,WA43,"-122.22599792480469, 48.04199981689453"
WA45,small_airport,Olympic Field,500.0,US-WA,Discovery Bay/Maynard,WA45,WA45,"-122.9000015258789, 47.99530029296875"
WA46,small_airport,Daybreak Airport,25.0,US-WA,La Center,WA46,WA46,"-122.63700103759766, 45.830299377441406"
WA47,small_airport,Flying Rock Airpark,2700.0,US-WA,Ellensburg,WA47,WA47,"-120.63700103759766, 47.15370178222656"
WA49,small_airport,Flying R Ranch Airport,2450.0,US-WA,Cheney,WA49,WA49,"-117.64800262451172, 47.50279998779297"
WA50,heliport,Fire District 5 Ems Heliport,280.0,US-WA,Gig Harbor,WA50,WA50,"-122.6251373, 47.35220337"
WA51,heliport,Samaritan Hospital Rms Heliport,1130.0,US-WA,Moses Lake,WA51,WA51,"-119.26399993896484, 47.12860107421875"
WA52,small_airport,Deer Flat Airport,2200.0,US-WA,Deer Park,WA52,WA52,"-117.60399627685547, 47.95690155029297"
WA53,heliport,Harborview Medical Center Heliport,315.0,US-WA,Seattle,WA53,WA53,"-122.322998046875, 47.604000091552734"
WA54,heliport,1001 Fourth Avenue Plaza Heliport,716.0,US-WA,Seattle,WA54,WA54,"-122.33399963378906, 47.6068000793457"
WA55,heliport,Elliott Park Heliport,100.0,US-WA,Seattle,WA55,WA55,"-122.36100006103516, 47.61980056762695"
WA56,small_airport,Israel's Farm Airport,65.0,US-WA,Sedro Woolley,WA56,WA56,"-122.09200286865234, 48.507598876953125"
WA57,small_airport,Bluecreek Airport,1740.0,US-WA,Addy,WA57,WA57,"-117.83999633789062, 48.313899993896484"
WA58,small_airport,Eliza Island Airport,8.0,US-WA,Bellingham,WA93,WA93,"-122.584617, 48.652605"
WA59,small_airport,Rake's Glen Airport,50.0,US-WA,Sequim,WA59,WA59,"-123.1760025024414, 48.12480163574219"
WA60,heliport,Longview Bridge Medical Emergency Heliport,16.0,US-WA,Ranier,WA60,WA60,"-122.96600341796875, 46.09809875488281"
WA61,small_airport,Thompson Airport,50.0,US-WA,Kingston,WA61,WA61,"-122.52999877929688, 47.798301696777344"
WA62,small_airport,Paradise Air Ranch Airport,2352.0,US-WA,Spangle,WA62,WA62,"-117.41899871826172, 47.470699310302734"
WA63,small_airport,Pleasant Farm Airport,540.0,US-WA,Washougal,WA63,WA63,"-122.256089, 45.562342"
WA65,heliport,Washington National Guard - Sinclair Hgts Heliport,340.0,US-WA,Bremerton,WA65,WA65,"-122.681999207, 43.5547981262"
WA66,small_airport,Spring Creek Ranch Airport,475.0,US-WA,White Salmon,WA66,WA66,"-121.5009994506836, 45.80540084838867"
WA67,small_airport,Green Mountain STOLport,270.0,US-WA,Vancouver,WA67,WA67,"-122.4729995727539, 45.66310119628906"
WA68,small_airport,Sky Valley Airstrip,140.0,US-WA,Port Townsend,WA68,WA68,"-122.840661, 48.076944"
WA69,small_airport,Wax Orchards Airport,389.0,US-WA,Vashon,WA69,WA69,"-122.49800109863281, 47.401798248291016"
WA70,closed,Frosty Creek Airport,3608.0,US-WA,Tonasket,,,"-118.985001, 48.5777"
WA71,heliport,Kelly Ranch Heliport,100.0,US-WA,Issaquah,WA71,WA71,"-122.06099700927734, 47.53730010986328"
WA72,small_airport,Zema Private Airport,1854.0,US-WA,Colville,WA72,WA72,"-117.93800354003906, 48.64469909667969"
WA73,small_airport,Smith Airport,2240.0,US-WA,Colville,WA73,WA73,"-117.85299682617188, 48.525001525878906"
WA74,small_airport,Quincy Flying Service Airport,1276.0,US-WA,Quincy,WA74,WA74,"-119.90899658203125, 47.22669982910156"
WA75,heliport,Flying 'O' Ranch Heliport,563.0,US-WA,Covington,WA75,WA75,"-122.06900024414062, 47.36920166015625"
WA76,small_airport,Columbia Crest Winery Airport,640.0,US-WA,Paterson,WA76,WA76,"-119.62000274658203, 45.956199645996094"
WA77,small_airport,Enumclaw Airport,738.0,US-WA,Enumclaw,WA77,WA77,"-122.02200317382812, 47.195701599121094"
WA78,small_airport,Sky River Ranch Airport,1239.0,US-WA,Washougal,WA78,WA78,"-122.18499755859375, 45.627899169921875"
WA79,small_airport,Walter Sutton's Private Strip,451.0,US-WA,Amboy,WA79,WA79,"-122.41799926757812, 45.93320083618164"
WA80,small_airport,Mc Clellan Field,840.0,US-WA,Amboy,WA80,WA80,"-122.547996521, 45.8942985535"
WA81,seaplane_base,Fishermans Bay Seaplane Base,0.0,US-WA,Lopez,,81W,"-122.917999, 48.516499"
WA82,heliport,The Boeing Company Heliport,628.0,US-WA,Everett,WA82,WA82,"-122.26499938964844, 47.93119812011719"
WA83,seaplane_base,Westsound/Wsx Seaplane Base,,US-WA,Westsound,WA83,WA83,"-122.95300293, 48.6179008484"
WA84,small_airport,Auburn Academy Airport,416.0,US-WA,Auburn,WA84,WA84,"-122.1500015258789, 47.28070068359375"
WA85,heliport,Weyerhaeuser Heliport,409.0,US-WA,Auburn,WA85,WA85,"-122.2979965209961, 47.29819869995117"
WA86,heliport,Boeing - Auburn Complex Heliport,85.0,US-WA,Auburn,WA86,WA86,"-122.245002747, 47.2943000793"
WA87,small_airport,Parkside Airpark,275.0,US-WA,Battle Ground,WA87,WA87,"-122.5530014038086, 45.81589889526367"
WA88,small_airport,Horse Fly Airport,70.0,US-WA,Ferndale,WA88,WA88,"-122.55699920654297, 48.89289855957031"
WA89,heliport,Kadlec Medical Center Heliport,384.0,US-WA,Richland,WA89,WA89,"-119.280474186, 46.2823757981"
WA90,small_airport,Floathaven Airstrip,325.0,US-WA,Bellingham,WA90,WA90,"-122.35099792480469, 48.73320007324219"
WA91,heliport,Pathfinder Helicopter Heliport,3440.0,US-WA,Spokane,WA91,WA91,"-117.15499877929688, 47.7588005065918"
WA92,heliport,Mc Neil Island Emergency Pad Heliport,40.0,US-WA,Steilacoom,WA92,WA92,"-122.663002014, 47.1962013245"
WA94,heliport,Washington Air Museum Heliport,500.0,US-WA,Black Diamond,WA94,WA94,"-122.02400207519531, 47.33399963378906"
WA95,small_airport,Skyqueen Airport,530.0,US-WA,Centralia,WA95,WA95,"-122.91100311279297, 46.71860122680664"
WA96,small_airport,Leisureland Airpark,430.0,US-WA,Bremerton,WA96,WA96,"-122.77400207519531, 47.60749816894531"
WA97,small_airport,Buena Airport,830.0,US-WA,Buena,WA97,WA97,"-120.34100341796875, 46.443199157714844"
WA98,heliport,Cascade Heliport,860.0,US-WA,Cashmere,WA98,WA98,"-120.488691, 47.512346"
WA99,small_airport,Flying K Ranch Airport,160.0,US-WA,Castle Rock,WA99,WA99,"-122.88600158691406, 46.32929992675781"
WBB,small_airport,Stebbins Airport,14.0,US-AK,Stebbins,WBB,WBB,"-162.277999878, 63.5159988403"
WEA,small_airport,Parker County Airport,990.0,US-TX,Weatherford,KWEA,WEA,"-97.6824035645, 32.7462997437"
WEON,small_airport,Weona,,US-AR,Weona,WEON,,"-90.596498, 35.540391"
WI00,small_airport,Norrie Brook Airport,1240.0,US-WI,Eland,WI00,WI00,"-89.23069763183594, 44.8739013671875"
WI01,heliport,Aurora Medical Center Kenosha Heliport,698.0,US-WI,Kenosha,WI01,WI01,"-87.93609619140625, 42.57059860229492"
WI02,closed,Turtle Airport,911.0,US-WI,Beloit,,,"-88.914802, 42.507"
WI03,small_airport,Horner Farms Airport,770.0,US-WI,Union Grove,WI03,WI03,"-88.1333999633789, 42.798099517822266"
WI04,seaplane_base,Lake Menomin Seaplane Base,800.0,US-WI,Menomonie,WI04,WI04,"-91.91690063476562, 44.8916015625"
WI05,small_airport,Stocktrade Airport,882.0,US-WI,Elk Mound,WI05,WI05,"-91.68440246582031, 44.80830001831055"
WI06,heliport,Aurora Medical Center Heliport,596.0,US-WI,Two Rivers,WI06,WI06,"-87.6156005859375, 44.127201080322266"
WI07,small_airport,Waupun Airport,940.0,US-WI,Waupun,WI07,WI07,"-88.76679992675781, 43.62220001220703"
WI08,heliport,St. Mary's Hospital Ozaukee Heliport,667.0,US-WI,Mequon,WI08,WI08,"-87.92569732666016, 43.256500244140625"
WI09,small_airport,Heitman Field Airport,880.0,US-WI,Dousman,WI09,WI09,"-88.47579956050001, 42.9771995544"
WI10,small_airport,Cedar Island Airport,1229.0,US-WI,Brule,WI10,WI10,"-91.61689758300781, 46.44990158081055"
WI11,small_airport,Mumm Field,945.0,US-WI,Orfordville,WI11,WI11,"-89.2406997680664, 42.591400146484375"
WI12,small_airport,Lilac Time Airport,1300.0,US-WI,Birchwood,WI12,WI12,"-91.6249008178711, 45.706600189208984"
WI13,small_airport,Jennie'S Field,993.0,US-WI,Wisconsin Rapids,WI13,WI13,"-89.8395, 44.254833"
WI14,small_airport,Baldwin Airport,1104.0,US-WI,Baldwin,WI14,WI14,"-92.38770294189453, 44.96659851074219"
WI15,heliport,Bloomer Memorial Medical Center Heliport,1055.0,US-WI,Bloomer,WI15,WI15,"-91.50140380859375, 45.102500915527344"
WI16,small_airport,Jim Benson Field,1100.0,US-WI,Mineral Point,WI16,WI16,"-90.12969970703125, 42.85309982299805"
WI18,small_airport,Gateway Airport,1021.0,US-WI,Bloomer,WI18,WI18,"-91.45020294189453, 45.13330078125"
WI19,small_airport,Cacic Airport,805.0,US-WI,Montello,WI19,WI19,"-89.43350219726562, 43.79999923706055"
WI20,small_airport,Larson Studio Airport,700.0,US-WI,Oconto Falls,WI20,WI20,"-88.09200286865234, 44.882999420166016"
WI21,small_airport,Crane Field,936.0,US-WI,Cadott,WI21,WI21,"-91.2417984008789, 44.909698486328125"
WI22,small_airport,Rocket City Airport,905.0,US-WI,Hortonville,WI22,WI22,"-88.60079956054688, 44.32310104370117"
WI23,small_airport,Cornucopia Field,760.0,US-WI,Cornucopia,WI23,WI23,"-91.08350372314453, 46.866600036621094"
WI24,small_airport,Cardinal Ridge Airport,1080.0,US-WI,Mt Horeb,WI24,WI24,"-89.752197265625, 42.881099700927734"
WI25,small_airport,Durand Municipal Airport,780.0,US-WI,Durand,WI25,WI25,"-92.01409912109375, 44.53889846801758"
WI26,small_airport,Mertinkes Airport,920.0,US-WI,Eau Claire,WI26,WI26,"-91.46540069580078, 44.70500183105469"
WI27,small_airport,Skyport Airport,878.0,US-WI,Menomonie,WI27,WI27,"-91.97489929199219, 44.92020034790039"
WI28,small_airport,Walter's Agri-Center Airport,717.0,US-WI,Rio Creek,WI28,WI28,"-87.55760192871094, 44.58610153198242"
WI29,small_airport,Rush River Airport,1078.0,US-WI,Baldwin,WI29,WI29,"-92.4834976196289, 44.90549850463867"
WI30,heliport,St Clare Hospital Heliport,965.0,US-WI,Baraboo,WI30,WI30,"-89.72959899902344, 43.48139953613281"
WI31,small_airport,Minnesuing Airport,1207.0,US-WI,Lake Nebagamon,WI31,WI31,"-91.6510009765625, 46.414398193359375"
WI32,small_airport,T-Bo Field Airport,940.0,US-WI,Chippewa Falls,WI32,WI32,"-91.3303985596, 44.98730087279999"
WI33,small_airport,Ben Sutherland Airport,1056.0,US-WI,Minong,WI33,WI33,"-91.90239715576172, 46.103599548339844"
WI34,heliport,Mayo Clinic Health System-Northland Heliport,1122.0,US-WI,Barron,WI34,WI34,"-91.839922, 45.397107"
WI35,seaplane_base,Ceder Lake Seaplane Base,917.0,US-WI,New Richmond,WI35,WI35,"-92.57270050048828, 45.21580123901367"
WI36,small_airport,Dolhun Field,1625.0,US-WI,Lake Tomahawk,WI36,WI36,"-89.62010192871094, 45.82659912109375"
WI37,small_airport,Rainbow Airport,1321.0,US-WI,Ojibwa,WI37,WI37,"-91.09629821777344, 45.80830001831055"
WI38,heliport,Beloit Memorial Hospital Heliport,810.0,US-WI,Beloit,WI38,WI38,"-89.00759887695312, 42.548301696777344"
WI39,heliport,Clintonville Community Hospital Heliport,822.0,US-WI,Clintonville,WI39,WI39,"-88.75789642333984, 44.6244010925293"
WI40,small_airport,Spiegel Field,960.0,US-WI,Oregon,WI40,WI40,"-89.35230255126953, 42.913299560546875"
WI41,heliport,Columbus Community Hospital Heliport,860.0,US-WI,Columbus,WI41,WI41,"-89.0342025756836, 43.3224983215332"
WI42,small_airport,Pine Grove Airport,1630.0,US-WI,Rhinelander,WI42,WI42,"-89.52989959716797, 45.65719985961914"
WI43,small_airport,Atkins Ridge Airport,1090.0,US-WI,Daleyville,WI43,WI43,"-89.82530212402344, 42.94889831542969"
WI44,heliport,Upland Hills Health Heliport,1213.0,US-WI,Dodgeville,WI44,WI44,"-90.128529, 42.951876"
WI45,heliport,Langlade Memorial Hospital Heliport,1500.0,US-WI,Antigo,WI45,WI45,"-89.13929748535156, 45.14149856567383"
WI46,small_airport,Fun-Air Airport,805.0,US-WI,Van Dyne,WI46,WI46,"-88.53990173339844, 43.8828010559082"
WI47,small_airport,Timberline Airport,890.0,US-WI,Scandinavia,WI47,WI47,"-89.15010070800781, 44.43330001831055"
WI48,closed,Edinger Field,770.0,US-WI,Eureka,,,"-88.870903, 44.0047"
WI49,small_airport,Blair Airport,864.0,US-WI,Blair,WI49,WI49,"-91.22650146484375, 44.28609848022461"
WI50,small_airport,Loeber McDaniel Field,889.0,US-WI,Merrimac,WI50,WI50,"-89.637602, 43.398"
WI51,small_airport,Del Monte Airport,1064.0,US-WI,Arlington,WI51,WI51,"-89.32099914550781, 43.3213996887207"
WI52,small_airport,Schewe Airport,810.0,US-WI,Clintonville,WI52,WI52,"-88.66680145263672, 44.617801666259766"
WI53,small_airport,Desmet Airport,1050.0,US-WI,Barneveld,WI53,WI53,"-89.89900207519531, 42.9453010559082"
WI54,closed,Corinth Airport,1425.0,US-WI,Athens,,,"-90.149597, 44.999401"
